符合條件商品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料日期：2026年  6月 29日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
策略,"	.常用",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"415	",2489.TW,瑞軒,42.35,0.47,10020,10.63,257,61,9.52,0.01,2,137,1,0,0,0,0,0,0,-1.07,0.92,6,9,10,0,-1.3,-1.3,0,0,上市光電,液晶電視,"顯示器,LCD顯示器,家電,液晶電視",台灣知名液晶電視及顯示器代工廠,
"416	",2491.TW,吉祥全,41,4.99,635,11.24,32,8.2,0.66,-0.57,4,0,0,0,1,0,0,0,0,-0.59,1.31,-5,6,-10,0,-0.2,-0.2,2.19,0,上市光電,LED照明產品,"LED,LED照明產品",主要從事照明應用產品製造及銷售,
"417	",2492.TW,華新科,514,-4.81,4255,7.51,2620,48.52,18.55,0.95,12,243,5,0,1,0,0,0,0,-1.4,21.78,0,16,12,0.2,18.2,18.4,4.35,0,上市電子零組件,MLCC,"被動元件,MLCC,晶片電阻,電容",全球前五大MLCC廠,
"418	",2493.TW,揚博,266,-2.21,1215,9.53,345,12.68,4.02,0.77,5,63,8,0,1,1,0,0,0,-0.36,0.13,24,25,5,0,2.2,2.2,1.69,0,上市電子零組件,PCB相關設備,"PCB相關設備,半導體材料通路商,電子通路,設備儀器商,面板設備",全球最大的PCB濕製程大廠,
"419	",2495.TW,普安,49.8,-0.99,4424,7.38,138,27.36,5.85,0.14,8,100,8,0,1,0,0,0,0,-1.05,2.43,2,87,44,0,-2.2,-2.2,0.63,0,上市電腦及週邊設備,磁碟陣列控制器,"週邊產品,磁碟陣列控制器",全球前十大磁碟陣列及NAS系統供應商,
"420	",2496.TW,卓越,64.1,1.1,10,1.24,12,1.91,0.02,1.08,9,11,82,0,0,0,1,0,0,0,-0.19,-4,2,5,0,0,0,0,0.05,上市其他,教育事業,"服務業,教育事業",為補教教育服務商，旗下擁有陳立補習班,
"421	",2497.TW,怡利電,55.8,1.45,347,5.34,65,13.09,0.47,0.77,7,34,21,0,0,0,0,0,0,-0.15,-0.34,-6,36,15,0,-0.2,-0.2,0,0.25,上市汽車,車載影音系統,"車用電子,胎壓監測系統,車載影音系統,行車紀錄器,抬頭顯示器(HUD)",國內車載影音主機大廠,
"422	",2498.TW,宏達電,43.2,0.7,5094,6.54,359,83.61,4.96,-1.3,5,0,0,0,0,0,0,0,0,-0.68,-0.03,13,-22,-10,0,-3.2,-3.2,0,0,上市通信網路,智慧型手機,"手機,手機製造,軟體業,虛擬實境,智慧型手機,消費性電子產品,穿戴式裝置",以HTC品牌行銷全球前十大智慧型手機廠商,
"423	",2501.TW,國建,24.2,0.21,2094,2.44,280,115.96,0.68,0.41,13,4,325,0,0,0,0,0,0,-0.33,0.68,-15,-2,86,0,0.2,0.2,0,0,上市建材營造,營建,"營建,地產",屬霖園集團之台灣老牌營建開發業者,
"424	",2504.TW,國產,32.75,-0.15,5353,3.58,387,118,3.34,0.76,6,11,55,0,0,0,0,0,0,-0.21,0.21,6,-6,-7,2.8,-0.5,2.3,0,0.08,上市建材營造,預拌混凝土,"水泥,預拌混凝土,資產股",台灣知名預拌混凝土大廠,
"425	",2505.TW,國揚,18.15,0.55,132,2.41,69,38,0.07,-0.27,4,117,3,0,0,0,0,0,0,0.23,-0.42,5908,-25,-37,0,0,0,0,0,上市建材營造,營建,"營建,地產",整合百貨、飯店、休閒、地產的營建商,
"426	",2506.TW,太設,8.79,0.11,140,1.14,34,38.7,0.01,0.22,9,21,43,0,0,0,0,0,0,0.07,-0.16,-4,131,41,0,0,0,0,0,上市建材營造,營建,"營建,地產,物業投資發展",多角化經營建設、百貨及休閒等事業,
"427	",2509.TW,全坤建,13.1,-0.76,249,2.61,30,22.46,0.03,-0.2,4,0,0,0,0,0,0,0,0,0.04,-0.38,3,-1,-6,0,0,0,0,0,上市建材營造,營建,"營建,地產",推案集中於大台北地區的建商,
"428	",2511.TW,太子,8.12,0.74,706,0.98,131,162.33,0.17,-0.01,7,28,25,0,1,0,0,0,0,0,-0.21,3,2,10,0,0,0,0.1,0,上市建材營造,營建,"營建,地產,旅宿／餐飲,飯店",統一集團旗下建商,
"429	",2514.TW,龍邦,12.9,0,143,2.64,51,39.47,0.05,0.29,9,4,225,0,0,0,0,0,0,-0.11,-0.13,2,-4,8,0,0,0,0,0.1,上市其他,住宅建設,"營建,住宅建設,地產,營造工程",中部地區首家上市建商,
"430	",2515.TW,中工,12.95,0,9782,2.3,208,160.79,0.9,0.14,12,19,63,0,0,0,0,0,0,0.21,-0.51,5,57,43,0,0.1,0.1,0,0,上市建材營造,基礎建設,"配電工程,電力設備,住宅建設,基礎建設,營造工程",威京集團旗下，建築工程廠商,
"431	",2516.TW,新建,13.75,0.36,111,2.17,31,22.63,0.06,0.15,5,16,31,0,1,0,0,0,0,0.4,-0.21,58,-2,-26,0,0,0,0.21,0,上市建材營造,基礎建設,"住宅建設,基礎建設,營造工程",主要承攬公共工程為主之營造廠商,
"432	",2520.TW,冠德,34.5,1.17,2405,2.19,208,60.95,0.78,1.16,4,10,40,0,1,0,0,0,0,-0.15,0.26,-11,52,25,0,0.6,0.6,0.31,0,上市建材營造,營建,"營建,住宅建設,地產,營造工程",大台北地區的中大型建商,
"433	",2524.TW,京城,35.3,0.28,89,4.21,129,36.6,0.05,-0.07,6,15,40,0,0,0,0,0,0,0.13,-0.98,103,-1,-56,0,0,0,0,0,上市建材營造,營建,"營建,地產",高雄地區知名建商,
"434	",2527.TW,宏璟,39.45,-2.23,1053,4.86,109,27.03,0.97,3.54,14,3,467,0,1,1,0,0,0,0.4,-3.67,-17,-10,1906,0,0.6,0.6,0.35,0,上市建材營造,營建,"營建,地產",日月光旗下建商,
"435	",2528.TW,皇普,21.05,0.72,334,2.56,91,43.6,0.14,-0.65,5,0,0,1,0,0,0,0,0,-0.12,-0.13,4722,506,-81,0,0.1,0.1,0,0.13,上市建材營造,營建,"營建,地產",以大台北地區推案為主的建商,
"436	",2530.TW,華建,19.15,3.79,702,2.4,155,84.13,0.15,-0.52,8,0,0,1,0,0,0,0,0,-0.04,-0.23,2353,-99,-94,0,-0.1,-0.1,0,0.13,上市建材營造,營建,"營建,地產",推案集中於大台北地區的建商,
"437	",2534.TW,宏盛,16.65,0.3,1406,2.08,79,47.42,0.23,-0.44,3,42,7,0,0,0,0,0,0,-0.57,0.41,258,-85,-90,0,-0.2,-0.2,0,0.07,上市建材營造,營建,"營建,地產,物業投資發展",宏泰集團旗下建商，以仁愛帝寶豪宅推案而知名,
"438	",2535.TW,達欣工,93,-1.38,539,2.42,255,27.08,0.48,1.92,12,10,120,0,1,0,0,0,0,-0.01,-0.22,4,2,23,0,0.2,0.2,0.48,0,上市建材營造,住宅建設,"住宅建設,基礎建設,營造工程",台灣主要甲級營造廠之一,
"439	",2536.TW,宏普,21.2,0.95,372,1.65,70,33.28,0.17,1.36,7,14,50,0,1,0,0,0,0,-0.94,8.61,9513,367,58,0,0,0,0.18,0,上市建材營造,營建,"營建,地產",推案集中於大台北地區之建商,
"440	",2537.TW,聯上發,10.9,0.46,744,3.15,33,30.06,0.17,-0.17,11,6,183,0,0,0,0,0,0,-0.76,-0.24,146,128,290,0,0.1,0.1,0,0,上市建材營造,營建,"營建,地產",聯上集團旗下負責大台北及桃園地區推案的建商,
"441	",2538.TW,基泰,9.86,0.2,160,2.29,44,44.5,0.07,-0.19,5,34,15,0,1,0,0,0,0,0.15,-0.22,-8,22,6,0,0,0,0.13,0,上市建材營造,營建,"營建,地產",推案集中於大台北地區之建商,
"442	",2539.TW,櫻花建,39.3,3.15,733,2.57,455,119.31,0.44,1.57,8,14,57,0,0,0,0,0,0,0.06,0,43,419,17,0,0.1,0.1,0,0,上市建材營造,營建,"營建,地產",推案集中於大台中地區之建商,
"443	",2540.TW,愛山林,53,0.19,353,2.58,500,94.49,0.46,-0.34,1,514,0,0,0,0,0,0,0,0.01,-0.37,1,-71,-42,0,0.2,0.2,0,0.07,上市建材營造,房屋代銷,"房屋代銷,住宅建設,地產,營造工程",甲山林旗下建商及代銷商,
"444	",2542.TW,興富發,43.1,0.47,3929,1.5,932,215.31,2.94,1.77,6,7,86,0,1,0,0,0,0,-0.37,1.54,-34,2114,1781,0.1,4.7,4.8,0.4,0,上市建材營造,營建,"營建,地產",台灣前十大推案建商,
"445	",2543.TW,皇昌,38.65,0.91,876,2.51,202,52.85,0.65,0.54,7,23,30,0,0,0,0,0,0,-0.47,0.96,16,86,43,0,0,0,0,0.34,上市建材營造,基礎建設,"基礎建設,營造工程",主要承攬公共工程之營造廠,
"446	",2545.TW,皇翔,38.1,1.06,172,1.31,143,37.97,0.11,-0.13,6,41,15,0,0,0,0,0,0,0.04,-0.08,-76,-86,-15,0,0,0,0,0,上市建材營造,營建,"營建,地產",推案集中於大台北地區建商，知名推案為皇翔御琚,
"447	",2546.TW,根基,93.6,1.3,163,1.73,121,13.05,0.1,1.67,6,17,35,0,1,0,0,0,0,0.02,-0.07,12,25,15,0,0,0,0.19,0,上市建材營造,住宅建設,"住宅建設,基礎建設,營造工程",冠德旗下，住宅及土木工程營造廠,
"448	",2547.TW,日勝生,11,0.92,2078,1.83,113,103.51,0.23,0.2,3,10,30,0,1,0,0,0,0,-0.01,-0.4,113,70,22,0,0.2,0.2,0.17,0,上市建材營造,營建,"流通業,百貨業,營建,地產,物業投資發展",以政府開發案起家，橫跨建築、百貨及觀光的中型建商,
"449	",2548.TW,華固,102.5,0,1391,1.94,328,31.97,1.91,-1.19,7,12,58,1,0,0,0,0,0,-1.39,2.05,-67,9204,30001,-0.4,2.2,1.8,0,0.15,上市建材營造,營建,"營建,地產",大台北地區中型建商，並轉向地上權開發,
"450	",2596.TW,綠意,30.4,0.33,18,2.46,30,10,0.01,1.18,2,39,5,0,1,0,0,0,0,0.02,0.03,254,157,-30,0,0,0,0.22,0,上櫃建材營造,營建,"營建,地產",桃園及台北地區小型建商,
"451	",2597.TW,潤弘,163.5,-0.3,247,2.94,510,31.07,0.85,2.61,5,16,31,0,0,0,0,0,0,-0.37,0.04,7,20,19,0,-0.7,-0.7,0,0.18,上市建材營造,住宅建設,"建材,住宅建設,基礎建設,營造工程",潤泰集團旗下，營造廠商,
"452	",2601.TW,益航,5.39,0.75,1120,3.83,44,82.48,0.11,-0.83,6,8,75,0,0,0,0,0,0,-0.05,-0.32,11,-61,-56,0,0,0,0,0.29,上市航運業,百貨業,"流通業,百貨業,散裝航運,運輸事業",從事散裝航運，在大陸持有大洋百貨,
"453	",2603.TW,長榮,184,1.66,17830,2.43,3919,216.5,48.7,1.52,7,14,50,0,0,0,1,0,0,-1.2,3.11,11,31,-8,-1.3,10.1,8.8,0,0.25,上市航運業,貨櫃航運,"貨櫃航運,運輸事業",全球前七大貨櫃航商，且為台灣最大,
"454	",2605.TW,新興,29.9,2.05,4888,6.3,172,58.54,3.42,0.55,8,13,62,0,0,0,1,0,0,-0.99,0.17,10,16,28,0,-2.1,-2.1,0,0.15,上市航運業,散裝航運,"散裝航運,油輪,運輸事業",台灣前四大散裝船商,
"455	",2606.TW,裕民,60.1,0.84,2049,4.38,504,84.51,3.37,1.32,7,13,54,0,0,0,0,0,0,-0.44,1.09,-5,42,24,-0.2,0,-0.2,0,0.18,上市航運業,散裝航運,"散裝航運,油輪,運輸事業",台灣最大散裝航運公司之一,
"456	",2607.TW,榮運,48.65,0.41,246,2.12,259,53.36,0.31,0.47,5,20,25,0,0,0,0,0,0,-0.09,-0.05,23,33,-2,0,-0.2,-0.2,0,0,上市航運業,物流業,"加油站,其他公用事業,資產股,貨櫃場服務,倉儲服務,陸運,客運,運輸事業,物流業",長榮集團旗之內陸貨櫃運輸及倉儲服務業者,
"457	",2608.TW,嘉里大榮,28.7,-0.17,120,0.69,134,46.7,0.09,0.57,9,11,82,0,1,0,0,0,0,0.01,-0.39,-4,-6,-1,0,0,0,0.09,0.02,上市航運業,物流業,"倉儲服務,陸運,運輸事業,物流業",台灣大型物流貨運公司，港資嘉里物流為最大股東,
"458	",2609.TW,陽明,51.4,2.59,17995,2.53,1750,349.21,12.13,-0.72,7,127,6,0,0,0,0,0,0,0.28,-0.6,6,22,-3,0,-2.7,-2.7,0,0.11,上市航運業,貨櫃航運,"貨櫃航運,運輸事業",台灣第二大貨櫃海運公司,
"459	",2610.TW,華航,23.1,-0.43,56664,4.75,1412,614.5,17.55,0.93,11,7,157,0,1,0,0,1,1.66,2.55,-4.23,2,28,14,0.1,27.2,27.3,0.4,0,上市航運業,空運,"空運,運輸事業",台灣前兩大航空公司,
"460	",2611.TW,志信,13.55,0.74,268,2.55,25,18.9,0.05,0.23,10,22,45,0,0,0,0,0,0,0.11,-0.09,-56,-2,89,0,0,0,0,0,上市航運業,陸運,"流通業,貿易,陸運,運輸事業,營建,地產,旅宿／餐飲,飯店",多角化經營陸運、加油站、營建、飯店業務,
"461	",2612.TW,中航,52,0.97,333,4.63,102,19.75,0.48,1.4,8,9,89,0,0,0,1,0,0,-0.15,-0.12,5,12,5,0,-0.2,-0.2,0,0.13,上市航運業,散裝航運,"貨櫃場服務,散裝航運,陸運,運輸事業,物流業",台灣散裝航運業者，且是具規模的貨櫃運輸業者,
"462	",2613.TW,中櫃,21.6,2.37,168,3.25,31,14.84,0.09,0.33,9,13,69,0,0,0,1,0,0,0.03,-0.21,7,4,6,0,0,0,0,0.09,上市航運業,貨櫃場服務,"貨櫃場服務,運輸事業",在台灣北、中、南擁有貨櫃集散場之公司,
"463	",2614.TW,東森,18.25,1.39,455,1.9,59,32.73,0.13,0.02,7,42,17,0,0,0,0,0,0,0.22,-0.16,9,-5,-6,0,0,0,0,0.14,上市其他,寵物用品,"傳產其他,寵物用品,傳播事業,有線電視,貨櫃場服務,運輸事業",主要從事寵物用品通路、新聞網站、倉儲業務,
"464	",2615.TW,萬海,78.6,2.48,5337,2.18,2152,280.61,6.01,1.18,8,15,53,0,0,0,0,0,0,-0.25,0.66,7,23,1,-0.2,-2.1,-2.3,0,0.15,上市航運業,貨櫃航運,"貨櫃航運,運輸事業",亞洲大型貨櫃輪航商,
"465	",2616.TW,山隆,13.45,0.75,163,1.85,18,13.73,0.05,-1.53,3,0,0,0,0,0,0,0,0,-0.06,-0.03,7,24,7,0,0,0,0,0.09,上市油電燃氣,加油站,"加油站,其他公用事業,陸運,運輸事業",台灣知名加油站運營商,
"466	",2617.TW,台航,29.45,1.03,398,2.34,122,41.73,0.42,0.9,6,9,67,0,0,0,0,0,0,0.01,-0.48,16,33,12,0,-0.2,-0.2,0,0,上市航運業,散裝航運,"散裝航運,水上運輸,運輸事業",主營散裝航運，兼營客貨輪與特種船舶代營,
"467	",2618.TW,長榮航,43.9,0.23,44005,2.92,2365,540.04,20.48,1.74,11,7,157,0,1,0,0,1,2.36,1.51,-3.57,2,22,14,-0.2,20.1,19.9,0.37,0,上市航運業,空運,"空運,運輸事業",台灣前兩大航空公司,
"468	",2630.TW,亞航,44.45,6.47,4631,3.57,87,20.94,0.33,-0.03,7,87,8,0,0,0,0,0,0,-0.13,0.04,16,-29,-19,0,0,0,0,0.15,上市航運業,飛機維修,"飛機維修,運輸事業",台灣專業航空器修護公司,
"469	",2633.TW,台灣高鐵,26.5,1.73,12792,1.33,685,562.83,4.36,2.06,10,7,143,0,1,0,0,0,0,-0.05,-0.1,-2,4,4,8,-5.7,2.3,0.08,0,上市航運業,鐵路運輸,"鐵路運輸,運輸事業",台灣高速鐵路運輸服務公司,
"470	",2634.TW,漢翔,52,5.69,26324,3.62,463,94.19,3.48,0.1,9,60,15,0,1,0,0,0,0,0.41,-0.43,19,19,7,0,-0.4,-0.4,0.19,0,上市航運業,飛機零件／製造,"航天軍工,航天機械零組件,機械零組件,飛機零件/製造",台灣航太產業領導者,
"471	",2636.TW,台驊控股,68.9,1.03,285,2,97,14.18,0.32,0.64,5,35,14,0,0,0,0,0,0,-0.22,-0.09,11,11,-4,0,-0.3,-0.3,0,0,上市航運業,海空運承攬業,"海空運承攬業,運輸事業,物流業",台灣第一家海運承攬上市公司，為物流控股公司,
"472	",2637.TW,慧洋-KY,72.6,1.26,2267,5.65,535,74.64,2.97,1.91,8,11,73,0,0,0,0,0,0,-0.2,-0.12,10,46,27,0,-0.1,-0.1,0,0.13,上市航運業,散裝航運,"散裝航運,運輸事業",台灣具規模的散裝船隊船東之一,
"473	",2640.TW,大車隊,151.5,1,29,0.99,89,5.93,0.02,2.03,9,16,56,0,0,0,0,0,0,0.02,1.09,1,8,7,0,0,0,0,0.1,上櫃數位雲端,客運,"汽車服務相關,客運,運輸事業",台灣計程車車隊龍頭企業,
"474	",2641.TW,正德,17.55,-0.28,1404,2.22,58,33.03,0.39,0.53,11,7,157,1,0,0,0,0,0,-0.9,-0.2,-5,0,13,0,-0.1,-0.1,0,0.13,上櫃航運業,散裝航運,"散裝航運,運輸事業",以亞洲近洋航線為主力之散裝航運業者,
"475	",2642.TW,宅配通,20.65,-0.48,48,1.68,20,9.55,0.02,-0.79,3,0,0,0,0,0,0,0,0,0,-0.47,-1,-23,-18,0,0,0,0,0.2,上市航運業,物流業,"陸運,運輸事業,物流業",東元與日本通運合資成立的宅配服務業者,
"476	",2643.TW,捷迅,62.1,-0.32,52,1.56,22,3.5,0.13,-0.36,6,33,18,0,0,0,0,0,0,0,2.21,6,7,-17,0,0,0,0,0.05,上櫃航運業,海空運承攬業,"陸運,海空運承攬業,運輸事業",台灣承攬航空貨運、海運與報關業務之物流業者,
"477	",2645.TW,長榮航太,172,0.88,2536,2.88,639,37.46,1.91,1.65,11,18,61,0,1,0,0,0,0,0.42,-2.45,-1,11,12,0,0.6,0.6,0.22,0,上市航運業,飛機維修,"航天軍工,航天機械零組件,飛機維修,運輸事業",長榮航旗下，全球十大飛機維修公司之一,
"478	",2701.TW,萬企,10.6,1.44,72,2.36,47,45,0.02,0.05,10,37,27,0,0,0,0,0,0,-0.15,-0.17,7,-6,-1,0,0,0,0,0,上市觀光餐旅,物業投資發展,"地產,物業投資發展,休閒娛樂,電影院／劇院",經營商場租賃、電影院及遊樂場業務,
"479	",2702.TW,華園,12.3,-0.4,38,3.91,19,15.66,0.01,0.21,7,15,47,0,0,0,1,0,0,0,-0.21,4,7,3,0,0,0,0,0.15,上市觀光餐旅,飯店,"旅宿／餐飲,飯店",位於高雄六合夜市及愛河中心點的國際觀光飯店,
"480	",2704.TW,國賓,44.3,0.68,42,2.42,161,36.69,0.08,-0.3,9,0,0,0,0,0,0,0,0,0.06,-0.24,6,-2,1,0,0,0,0,0,上市觀光餐旅,飯店,"旅宿／餐飲,飯店,餐飲",知名飯店及米其林餐廳業者,
"481	",2705.TW,六福,16.15,0,104,1.23,30,19.13,0.02,-0.04,7,1062,1,0,0,0,0,0,0,0.13,-0.05,-1,-6,-4,0,0,0,0,0,上市觀光餐旅,飯店,"資產股,旅宿／餐飲,飯店,休閒娛樂,主題樂園",集團旗下擁有遊樂園、渡假飯店及五星級飯店,
"482	",2706.TW,第一店,12.45,0.4,100,0.8,62,50,0.01,0.07,7,35,20,0,1,0,0,0,0,0.08,-0.36,0,1,2,0,0,0,0.07,0,上市觀光餐旅,飯店,"地產,物業投資發展,旅宿／餐飲,飯店",位於台北市南京東路精華地帶之飯店,
"483	",2707.TW,晶華,180,0.84,172,1.94,227,12.74,0.28,2.13,10,15,67,0,0,0,0,0,0,0.01,-0.46,15,2,4,0,0.4,0.4,0,0,上市觀光餐旅,飯店,"旅宿／餐飲,飯店",國際五星級觀光飯店,
"484	",2712.TW,遠雄來,15.2,1.33,21,0.33,16,10.5,0,-0.31,11,0,0,0,0,0,0,0,0,-0.01,-0.34,9,5,7,0,0,0,0,0.06,上市觀光餐旅,飯店,"旅宿／餐飲,飯店",遠雄旗下位於花蓮海洋公園旁之五星級飯店,
"485	",2718.TW,全心投控,50,0.91,64,1.4,43,8.76,0.01,-4.55,10,28,36,0,1,0,0,0,0,0.25,-1.13,-13,-96,-83,0,0,0,0.26,0,上櫃建材營造,營建,"控股公司,營建,地產",由飯店業跨入不動產開發產業,
"486	",2719.TW,燦星旅,24.05,-1.03,12,3.98,17,6.92,0.01,-0.19,9,9,100,0,0,0,1,0,0,0,-0.56,-17,-29,-19,0,0,0,0,0.1,上櫃觀光餐旅,旅行社,"休閒娛樂,旅行社",台鋼集團旗下旅遊公司,
"487	",2722.TW,夏都,23,0.22,47,5.19,33,14.32,0.02,-0.31,6,0,0,0,0,0,0,0,0,0,-0.08,-1,-6,-2,0,0,0,0,0,上市觀光餐旅,飯店,"旅宿／餐飲,飯店",官田鋼轉投資，位於台灣墾丁之觀光渡假飯店,
"488	",2723.TW,美食-KY,68.1,-0.15,316,1.46,123,18,0.23,-2.41,6,14,43,0,1,0,0,0,0,-0.23,-0.89,10,-5,-14,0,0,0,0.17,0,上市觀光餐旅,餐飲,"食品加工,穀類烘焙製品,旅宿／餐飲,餐飲,休閒食品零售",以「85度C」為品牌之咖啡烘焙連鎖店,
"489	",2724.TW,藝舍-KY,12.15,2.53,1,2.89,7,5.97,0,-0.68,3,0,0,0,0,0,1,0,0,0,0.1,-34,287,25,0,0,0,0,0.2,上櫃其他,房屋代銷,"房屋代銷,地產",轉型為不動產代銷服務商,
"490	",2726.TW,雅茗-KY,9.41,-1.57,61,3.51,4,3.79,0.01,-1.18,10,0,0,0,0,0,0,0,0,0.89,-0.55,48,-1,-12,0,0,0,0,0.12,上櫃觀光餐旅,連鎖飲料,"旅宿／餐飲,餐飲,連鎖飲料",在大陸以快樂檸檬品牌知名的台商茶飲料業者,
"491	",2727.TW,王品,249,1.01,305,2.21,204,8.29,1.34,2.74,12,12,100,1,1,0,0,1,0.29,1.28,-0.37,22,15,11,0,0.6,0.6,0.14,0,上市觀光餐旅,餐飲,"旅宿／餐飲,餐飲",連鎖餐飲集團，旗下擁有多個餐飲品牌,
"492	",2729.TW,瓦城,161,0,60,3.67,69,4.3,0.15,0.51,11,23,48,0,0,0,0,0,0,0.29,-0.17,22,11,7,0,0,0,0,0,上櫃觀光餐旅,餐飲,"旅宿／餐飲,餐飲",泰式料理連鎖餐廳,
"493	",2731.TW,雄獅,148,0,663,2.64,138,9.33,1.81,3.59,6,11,55,0,0,0,0,0,0,-1.74,1.35,4,10,12,-0.2,-0.2,-0.4,0,0.11,上市觀光餐旅,旅行社,"休閒娛樂,旅行社",台灣知名與規模最大的旅行社之一,
"494	",2732.TW,六角,65,-0.76,52,3.42,30,4.65,0.04,1.15,11,12,92,1,0,0,0,0,0,-0.03,-0.23,1,24,37,0,0,0,0,0.08,上櫃觀光餐旅,連鎖飲料,"旅宿／餐飲,餐飲,連鎖飲料",在全球80個城市擁有門市據點的外帶式茶飲與甜品供應商,
"495	",2734.TW,易飛網,15.25,-0.33,55,2.89,9,5.73,0.01,0.06,12,10,120,0,0,0,0,0,0,0,-0.03,0,7,28,0,0,0,0,0,上櫃觀光餐旅,旅行社,"Internet應用與服務,電商平台,休閒娛樂,旅行社",聚焦於線上銷售服務的旅行社業者,
"496	",2736.TW,富野,11.8,0,39,2.51,9,8,0.01,-0.31,9,0,0,0,0,0,0,0,0,0,-0.11,-14,13,11,0,0,0,0,0.06,上櫃觀光餐旅,飯店,"旅宿／餐飲,飯店",台東縣知本溫泉區的知名溫泉飯店,
"497	",2739.TW,寒舍,37.8,0.8,267,4.95,34,9.15,0.12,0.61,7,6,117,0,1,1,0,0,0,0.56,-0.45,7,-3,1,0,0.1,0.1,0.16,0,上市觀光餐旅,飯店,"旅宿／餐飲,飯店",在台北經營管理五星級飯店及餐飲服務之業者,
"498	",2740.TW,華軒,32.05,5.43,5,0,5,1.68,0,-1.01,6,0,0,0,0,0,0,0,0,0,0.07,-1,-59,-61,0,0,0,0,0.57,上櫃觀光餐旅,餐飲,"旅宿／餐飲,餐飲",旗下「點八餐飲集團」主營港式餐飲品牌,
"499	",2743.TW,山富,65.8,-0.3,114,1.78,31,4.68,0.12,-0.47,7,8,88,1,0,0,0,0,0,0,-0.09,-4,6,5,0,0,0,0,0.1,上櫃觀光餐旅,旅行社,"休閒娛樂,旅行社",台灣知名旅行社之一,
"500	",2745.TW,五福,105.5,-1.4,121,1.84,36,3.38,0.24,3.87,10,7,143,1,0,0,0,0,0,-0.04,-1.73,13,23,17,0,0.2,0.2,0,0,上櫃觀光餐旅,旅行社,"休閒娛樂,旅行社",來自高雄的國內前五大旅行社,
"501	",2748.TW,雲品,39.8,1.27,94,1.51,42,10.58,0.09,0.2,6,10,60,0,0,0,0,0,0,0.02,0.01,10,8,5,0,0.1,0.1,0,0,上市觀光餐旅,飯店,"服務業,婚宴顧問,旅宿／餐飲,飯店",日月潭首家擁有天然溫泉的五星渡假飯店,
"502	",2752.TW,豆府,177,0,4,1.12,47,2.67,0.05,3.01,10,11,91,0,0,0,0,0,0,0,0.59,12,15,11,0,0,0,0,0,上櫃觀光餐旅,餐飲,"旅宿／餐飲,餐飲",台灣規模最大韓式連鎖餐廳集團,
"503	",2753.TW,八方雲集,189,-0.53,346,1.31,127,6.66,0.9,3.83,6,14,43,1,1,0,0,0,0,-0.62,6.63,5,13,7,0,0.5,0.5,0.12,0,上市觀光餐旅,餐飲,"旅宿／餐飲,餐飲",台式連鎖餐飲集團，擁有八方雲集、梁社漢排骨,
"504	",2754.TW,亞洲藏壽司,68.7,1.18,11,1.89,32,4.69,0.03,-0.27,14,10,140,0,0,0,0,0,0,0.02,-1.19,16,-1,7,0,0,0,0,0.05,上櫃觀光餐旅,餐飲,"旅宿／餐飲,餐飲",日式迴轉壽司連鎖店，擁有品牌「藏壽司」,
"505	",2755.TW,揚秦,141,-0.7,62,1.04,53,3.74,0.06,1.92,8,21,38,1,1,0,0,0,0,-0.02,-0.4,9,16,19,0,0,0,0.14,0,上櫃觀光餐旅,餐飲,"旅宿／餐飲,餐飲",連鎖.直營門市餐飲經營者，核心品牌「麥味登」,
"506	",2756.TW,聯發國際,59.6,0,59,1.5,15,2.46,0.02,-0.09,2,59,3,1,0,0,0,0,0,-0.64,-0.36,15,7,26,0,0,0,0,0.08,上櫃觀光餐旅,連鎖飲料,"旅宿／餐飲,餐飲,連鎖飲料",茶飲連鎖店，核心品牌「歇腳亭」,
"507	",2762.TW,世界健身-KY,81.7,1.11,172,2.99,91,11.25,0.18,1.96,10,9,111,0,0,0,0,0,0,0,-0.02,3,7,9,0,-0.2,-0.2,0,0.13,上市運動休閒,連鎖健身房,"休閒娛樂,連鎖健身房",主要經營會員制連鎖健身中心,
"508	",2801.TW,彰銀,23.55,0.64,21670,1.28,2753,1176.6,4.99,-0.55,5,0,0,0,1,0,0,0,0,0.19,-0.3,6,25,16,0,5.1,5.1,0.18,0,上市金融保險,銀行,"銀行,金融業",台灣老牌銀行，為銀行界歷史悠久的三商銀之一,
"509	",2812.TW,台中銀,19.95,0.76,7125,1.5,1192,602.16,2.65,-0.5,5,0,0,0,1,0,0,0,0,0.3,-0.46,-18,28,24,0,1.7,1.7,0.11,0,上市金融保險,銀行,"銀行,金融業",中纖為大股東之中小型商業銀行,
"510	",2816.TW,旺旺保,33.2,0.45,208,2.24,74,22.36,0.13,-3.28,1,5,20,0,1,0,0,0,0,-0.12,-0.8,-24,22,28,0,0,0,0.2,0,上市金融保險,產險,"產險,金融業",台灣產險業第一家上市公司，後由旺旺集團入主,
"511	",2820.TW,華票,17.7,-0.56,3368,1.68,239,134.3,0.6,-0.26,5,0,0,0,1,0,0,0,0,0.06,-0.14,11,89,77,0,0,0,0.09,0,上市金融保險,票券,"票券,金融其他,金融業",台灣前三大票券商,
