符合條件商品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料日期：2026年  6月 29日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
策略,"	.常用",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"326	",2360.TW,致茂,2080,2.21,1849,6.18,8654,42.52,43.3,11.12,8,59,14,0,0,0,0,0,0,0.17,2.31,-7,133,94,-20.7,19.6,-1.1,0,0.37,上市其他電子,量測儀器,"半導體製程設備,設備儀器商,量測儀器",全球知名的自動測試設備品牌大廠,
"327	",2362.TW,藍天,41.2,-2.14,1309,4,262,62.23,1.02,0.52,6,26,23,0,0,0,0,0,0,-0.18,-0.05,27,10,15,0,-0.5,-0.5,0,0.18,上市電腦及週邊設備,筆記型電腦製造,"資產股,筆記型電腦製造,電腦系統業,地產,物業投資發展",筆電製造商，並轉投資大陸最大IT賣場百腦匯,
"328	",2363.TW,矽統,68.7,0.15,18167,7.49,353,51.5,45.68,-0.06,11,172,6,0,1,0,0,1,0.44,4.73,-2.08,1,89,108,0,-1.8,-1.8,0.64,0,上市半導體,觸控IC,"繪圖IC,IC設計,觸控IC,MEMS",轉型為觸控IC設計廠商,
"329	",2364.TW,倫飛,65.7,1.7,152,4.63,34,5.24,0.26,1.29,7,28,25,0,0,0,0,0,0,0,-0.05,-8,3,4,0,-0.1,-0.1,0,0.29,上市電腦及週邊設備,強固電腦,"工業電腦,強固電腦,電腦系統業",主攻軍工規格NB廠商,
"330	",2365.TW,昆盈,33.6,5.66,5929,4.1,70,22.15,0.93,0.02,12,154,8,0,0,0,0,0,0,0.48,-0.5,-10,26,10,0,-0.3,-0.3,0,0.24,上市電腦及週邊設備,滑鼠,"車用電子,行車紀錄器,滑鼠,鍵盤,週邊產品,電競週邊",「Genius」電腦週邊產品商,
"331	",2367.TW,燿華,54.7,3.6,12996,7.75,373,70.63,10.88,-0.43,6,0,0,0,0,0,1,0,0,-0.29,-1.51,28,16,-8,0,0.5,0.5,0,0.33,上市電子零組件,印刷電路板,"印刷電路板,印刷電路板相關",台灣前三大手機印刷電路板廠之一,
"332	",2368.TW,金像電,1155,-2.94,5167,6.45,6153,52.11,70.99,9.25,10,42,24,1,0,0,0,0,0,-0.94,19.75,20,87,67,-36.8,55.6,18.8,0,0.33,上市電子零組件,印刷電路板,"印刷電路板,印刷電路板相關,HDI板",全球最大伺服器用板製造商,
"333	",2369.TW,菱生,38.25,-6.59,24834,9.33,156,38.01,19.03,-0.03,9,188,5,0,1,0,0,1,0.2,5.33,-1.06,13,39,37,0,0,0,0.64,0,上市半導體,IC封裝,"IC封裝,IC測試,IC封裝測試",台灣專注於類比IC的小型封裝廠,
"334	",2371.TW,大同,27.15,3.63,10050,4.21,564,215.08,6.65,-0.03,6,38,16,0,0,0,1,0,0,-0.4,-0.34,-13,-14,1,0,-3.8,-3.8,0,0.25,上市電機機械,重電設備,"資產股,系統整合,電子元件代理商,電子通路,軟體業,小家電,冷氣機,家電,電線電纜,液晶電視,電機,重電設備,變電設備,電氣開關設備,智慧電網相關,車用充電相關,配電工程,配電盤,變頻器,充電樁,電力設備",台灣重電及家電大廠，並擁有土地資產,
"335	",2373.TW,震旦行,58.1,0,24,0.68,137,23.62,0.02,-0.23,5,35,14,0,1,0,0,0,0,-0.02,-0.08,-15,-4,-4,0,0,0,0.06,0,上市其他電子,辦公用品設備,"家居用品,辦公室傢俱,電子其他,辦公用品設備",台灣最大的辦公設備與辦公家俱通路商,
"336	",2374.TW,佳能,73,-2.41,4657,8.06,252,33.8,8.95,0.53,3,29,10,1,0,0,0,0,0,-0.27,0.06,-7,28,61,0,-2.5,-2.5,0,0.17,上市光電,光學鏡片／頭,"數位相機,數位相機組裝,光學鏡片/頭,手機鏡頭模組,光學元件,手機零組件",以車載鏡頭及AI相機應用為主,
"337	",2375.TW,凱美,192.5,-2.53,11311,9.43,215,10.87,32.15,0.19,10,130,8,0,1,0,0,0,0,-7.45,12.69,-6,2,7,0,-8.5,-8.5,1.95,0,上市電子零組件,鋁質電解電容,"被動元件,晶片電阻,鋁質電解電容,散熱風扇馬達,散熱模組",國巨旗下的專業鋁質電容廠,
"338	",2376.TW,技嘉,325,1.72,4847,3.59,2140,66.99,31.87,13.22,8,9,89,0,0,0,0,0,0,-0.98,2.18,-6,5,45,6.5,-4.6,1.9,0,0.26,上市電腦及週邊設備,主機板,"伺服器,筆記型電腦,主機板,週邊產品,AI伺服器,繪圖卡,電競筆電,電競週邊,電腦系統業",全球前四大主機板廠商之一,
"339	",2377.TW,微星,139,5.7,23151,3,1111,84.49,20.01,-0.06,9,9,100,0,1,0,0,0,0,0.72,-2.43,-3,-24,-7,6.7,2,8.7,0.73,0,上市電腦及週邊設備,主機板,"桌上型電腦,伺服器,筆記型電腦,主機板,週邊產品,繪圖卡,電競筆電,電競週邊,電腦系統業",台灣知名主機板及電競筆電廠,
"340	",2379.TW,瑞昱,783,5.81,6209,6.27,3815,51.55,53.95,7.58,10,26,38,0,1,0,0,0,0,-0.78,21.79,-2,22,9,7.5,-26.7,-19.2,0.94,0,上市半導體,網路通訊IC,"網路卡IC,集線器IC,無線網路IC,IC設計,網路通訊IC,LCD控制IC,PC週邊IC,影音IC,安全監控IC,數位電視IC",全球超高速乙太網路IC設計龍頭廠商,
"341	",2382.TW,廣達,367,1.38,11517,4.09,13983,386.26,75.31,6.99,4,18,22,0,0,0,0,0,0,-0.04,0.5,-8,94,83,29.6,-34.3,-4.7,0,0,上市電腦及週邊設備,筆記型電腦製造,"伺服器,筆記型電腦製造,AI伺服器,電子製造服務,電腦系統業",全球前五大NB代工廠,
"342	",2383.TW,台光電,5450,3.71,949,7.45,18830,35.83,75.09,21.19,8,89,9,0,1,0,0,0,0,0.16,-7.45,12,115,73,-0.6,15.1,14.5,0.9,0,上市電子零組件,銅箔基板,"銅箔基板,印刷電路板相關",全球第一大無鹵素板廠、台灣第二大CCL廠,
"343	",2385.TW,群光,101,-0.98,5107,4.25,775,76.57,7.03,1.07,5,12,42,0,0,0,1,0,0,-1.4,3.87,-1,-11,-5,-2.7,-0.4,-3.1,0,0.4,上市電子零組件,鍵盤,"電源供應器,電子零件元件,鍵盤,週邊產品,電競週邊",全球鍵盤及電源供應器大廠,
"344	",2387.TW,精元,38.9,0.13,617,1.41,76,19.53,0.21,-0.26,8,0,0,0,0,0,0,0,0,-0.21,0.43,1,-13,-8,0,0,0,0,0.14,上市電腦及週邊設備,鍵盤,"鍵盤,週邊產品",全球知名NB鍵盤廠,
"345	",2388.TW,威盛,70.7,-0.28,4086,6.99,394,55.6,5.52,-0.57,6,0,0,0,0,0,0,1,1.56,1.64,-2.55,0,88,34,0,-1.2,-1.2,0,0,上市半導體,CPU,"車用電子,CPU,其他IC,IC設計,晶片組,嵌入式晶片,高速傳輸介面IC,顯示器,數位看板",支援x86平台之IC解決方案廠商,
"346	",2390.TW,云辰,11.85,1.72,444,4.92,22,19.26,0.12,-0.07,5,0,0,0,1,0,0,0,0,0.25,-0.07,22,21,-13,0,-0.1,-0.1,0.48,0,上市其他電子,安全監控,"系統整合,軟體業,工業電腦,安全監控",從事智慧安防系統及智慧控制系統業務,
"347	",2392.TW,正崴,37.75,2.03,1513,4.26,190,51.23,0.88,-2.92,7,2,350,0,0,0,0,0,0,0.21,-0.58,-3,16,-2,0,-0.4,-0.4,0,0.2,上市電子零組件,連接器,"工業用電池,車用鋰電池,電源供應器,連接器,消費用電池,電子零件元件,3C通路商,電子通路,電池,週邊產品,連接線材",生產3C產品連接器、電池模組、電源管理模組之廠商,
"348	",2393.TW,億光,66.7,-1.33,2455,2.32,300,44.34,1.86,0.3,6,30,20,0,0,0,0,0,0,0.25,-0.3,1,10,2,-0.5,0.2,-0.3,0,0,上市光電,LED封裝,"LED,LED封裝,LED照明產品",全球前十大LED封裝廠,
"349	",2395.TW,研華,472.5,3.73,3982,3.44,3955,86.83,11.37,4.85,8,33,24,0,1,0,0,0,0,0.14,-0.89,-6,32,24,2.1,-3.9,-1.8,0.59,0.19,上市電腦及週邊設備,工業電腦,工業電腦,全球工業電腦龍頭廠商,
"350	",2397.TW,友通,57.6,0.7,340,4.37,65,11.45,0.37,0.88,7,13,54,0,0,0,0,0,0,-0.42,0.88,-4,27,24,0,-0.1,-0.1,0,0.22,上市電腦及週邊設備,工業電腦,工業電腦,佳世達轉投資工業電腦嵌入式解決方案供應商,
"351	",2399.TW,映泰,47.9,-1.24,5449,6.12,86,17.81,3.29,-0.43,6,0,0,0,1,0,0,0,0,-0.09,1.23,8,48,4,0,-0.8,-0.8,0.78,0,上市電腦及週邊設備,主機板,"主機板,工業電腦,繪圖卡,電腦系統業",台灣主機板、顯示卡廠商,
"352	",2401.TW,凌陽,31.4,-0.79,7569,8.6,187,59.2,6.3,0.25,11,64,17,0,1,0,0,1,0.42,1.64,-0.68,6,29,16,0,0.4,0.4,0.81,0,上市半導體,消費性IC,"DSP,IC設計,消費性IC,光碟機驅動IC,設計IP,影音IC",台灣多媒體IC設計廠商,
"353	",2402.TW,毅嘉,64.3,0.31,2146,5.23,197,30.75,2.49,0.12,9,77,12,1,0,0,0,0,0,0.01,-0.53,-1,14,15,0,-0.2,-0.2,0,0,上市電子零組件,軟板,"其他電子零件,電子零件元件,軟板,印刷電路板相關",軟板及塑膠機構件廠,
"354	",2404.TW,漢唐,1360,1.49,4708,6.23,2554,19.06,60.75,15.63,10,24,42,0,1,0,0,0,0,-0.17,-3.51,14,85,83,19.9,15,34.9,0.61,0,上市其他電子,廠務工程,"電子其他,廠務工程",台積電最大的無塵室供應商,
"355	",2406.TW,國碩,38,9.99,21078,5.35,121,35.09,4.6,0.25,11,13,85,0,0,0,0,0,0,-2.54,0.9,-9,121,152,0,-0.8,-0.8,0,0.3,上市光電,太陽能系統運用,"太陽能,太陽能系統運用,太陽能導電漿",提供太陽電池關鍵材料與發電系統整合服務商,
"356	",2408.TW,南亞科,453,0.89,76756,11.53,13913,345.02,676.41,10.6,14,14,100,0,1,0,0,0,0,-0.46,10.53,9,730,650,146.8,-139.2,7.6,1.54,0,上市半導體,DRAM,"DRAM,IC製造",台塑集團旗下DRAM大廠,
"357	",2409.TW,友達,30.6,9.48,748906,7.24,2109,754.71,106.14,-0.24,4,0,0,0,1,0,0,0,0,-1.32,6.33,8,-1,-4,0,-28.5,-28.5,0.99,0,上市光電,TFT-LCD,"面板業,中小尺吋面板,TFT-LCD,OLED,LED,MicroLED,觸控面板",全球前五大面板大廠之一,
"358	",2412.TW,中華電,142,-0.7,23911,1.39,11093,775.74,22.67,0.94,7,26,27,0,1,0,0,0,0,-0.01,0.12,-5,5,7,6.9,-17.3,-10.4,0.11,0,上市通信網路,電信／數據服務,"多軌道衛星,網通設備,電信/數據服務,通訊服務,衛星通訊服務,行動通訊",台灣電信業龍頭,
"359	",2413.TW,環科,46.55,-2.1,1699,5.83,61,12.74,1.28,0.08,7,1388,1,0,0,0,0,0,0,-2.55,1.75,5,41,12,0,-0.8,-0.8,0,0.42,上市電子零組件,電源供應器,"電源供應器,變壓器,被動元件,電感,電子零件元件,電子製造服務,電腦系統業",電源供應器及變壓器製造廠商,
"360	",2414.TW,精技,59.1,0.68,408,2.16,95,16.17,0.34,2.37,7,11,64,0,1,0,0,0,0,0.45,-0.49,38,73,36,0,0,0,0.51,0,上市電子通路,電腦通路商,"電腦通路商,電子通路",台灣前三大資訊通路經營商,
"361	",2415.TW,錩新,37.45,8.39,3204,9.1,31,9,1.4,0.37,5,16,31,0,1,1,0,0,0,-0.88,4.45,-11,6,10,0,-0.3,-0.3,0.39,0,上市電子零組件,音響設備及零件,"證券,金融業,其他電子零件,電子零件元件,音響設備及零件",全球最大揚聲器鍛造零組件廠,
"362	",2417.TW,圓剛,43,0.82,721,5.56,67,15.72,0.59,0.58,4,32,13,0,0,0,0,0,0,0.07,-0.54,-8,3,15,0,0,0,0,0.28,上市電腦及週邊設備,視訊會議產品,"視訊轉換相關,消費性電子產品,視訊會議產品",台灣知名影音視訊媒體解決方案商,
"363	",2419.TW,仲琦,27.45,2.04,857,4.28,86,32.13,0.63,-0.28,6,271,2,0,0,0,1,0,0,-0.16,-0.26,41,-27,-5,0,-0.4,-0.4,0,0.29,上市通信網路,接取設備,"用戶端設備,網通設備,接取設備,數據機,系統整合,軟體業",台灣Cable CPE與系統整合業者,
"364	",2420.TW,新巨,60.3,0.17,397,2.29,92,15.26,0.46,0.88,12,19,63,0,1,0,0,0,0,-0.22,-0.08,-11,-9,0,0,-0.1,-0.1,0.28,0.12,上市電子零組件,電源供應器,"電源供應器,電子零件元件,程式開關",台灣聚焦高階電源供應器與知名微動開關廠,
"365	",2421.TW,建準,138,0.73,1748,5.84,393,28.69,5.16,2.54,9,15,60,0,0,0,0,0,0,-0.29,-0.09,-10,15,18,0,-1.8,-1.8,0,0.26,上市電子零組件,散熱風扇馬達,"散熱風扇馬達,散熱模組",PC散熱風扇知名廠商,
"366	",2423.TW,固緯,72,-2.04,135,7.93,107,14.5,0.17,1.08,6,17,35,0,1,0,0,0,0,0,0.45,7,28,23,0,-0.1,-0.1,0.87,0,上市其他電子,量測儀器,"設備儀器商,量測儀器",台灣知名的電子量測儀器廠,
"367	",2424.TW,隴華,10,-3.85,105,1.41,2,5.96,0,-2.34,2,0,0,0,0,0,0,0,0,-1.13,0.32,-65,-64,-33,0,0,0,0,0.39,上市通信網路,衛星通訊服務,"低軌道衛星,網通設備,通訊服務,衛星通訊服務",海上衛星寬頻營運商,
"368	",2425.TW,承啟,41.1,4.18,7224,9.92,38,9.65,3.1,3.23,9,0,0,0,1,0,0,1,0.58,1.93,-1.12,5,95,80,0,0.1,0.1,0.66,0,上市電腦及週邊設備,繪圖卡,"伺服器,主機板,AI伺服器,繪圖卡,電腦系統業",七彩虹轉投資顯示卡、主機板、伺服器公司,
"369	",2426.TW,鼎元,77.2,-0.52,10798,11.99,233,30.06,14.72,-0.04,8,344,2,0,1,0,0,1,0.71,7.48,-5.31,11,3,-7,0,-4.4,-4.4,1.39,0,上市光電,LED晶粒,"LED,LED晶粒,MicroLED,分離式元件,二極體,電晶體,光通訊,光纖主動元件",台灣大型LED晶粒切割、檢測廠,
"370	",2427.TW,三商電,22.2,2.07,307,3.36,43,19.8,0.15,-1.01,7,20,35,1,0,0,0,0,0,0.21,-0.65,-35,-74,2,0,0,0,0,0,上市資訊服務,系統整合,"傳產其他,金融機具,系統整合,軟體業",以金融、電訊與交通產業為主之系統整合商,
"371	",2428.TW,興勤,298,0.51,816,5.68,380,12.81,5,2.31,11,29,38,0,1,0,0,0,0,-0.33,3.04,1,30,15,0,0.8,0.8,1.08,0,上市電子零組件,熱敏電阻,"被動元件,熱敏電阻,壓敏電阻",全球知名熱敏電阻廠,
"372	",2429.TW,銘旺科,40.85,7.78,909,4.57,32,8.55,0.19,-0.58,5,0,0,0,0,0,0,0,0,-0.55,1.54,42,20,0,0,0,0,0,0.32,上市光電,玻璃基板加工,"面板零組件,玻璃基板加工",玻璃基板及加工製造商,
"373	",2430.TW,燦坤,18.2,0.28,111,1.91,21,11.68,0.04,-0.12,7,27,26,0,0,0,1,0,0,-0.02,-0.17,2,-4,-2,0,0,0,0,0.14,上市電子通路,3C通路商,"3C通路商,電子通路,電器銷售,家電",全台最大3C連鎖通路,
"374	",2431.TW,聯昌,11.15,1.36,397,3.07,12,11.09,0.05,-0.8,5,0,0,0,0,0,0,0,0,-0.8,0.2,2,-36,-45,0,0,0,0,0,上市電子零組件,電源供應器,"電源供應器,電子零件元件",東元轉投資，為一家電源電控廠,
"375	",2433.TW,互盛電,44.55,0.68,37,1,64,14.45,0.03,0.49,7,22,32,0,0,0,0,0,0,-0.08,-0.35,2,5,1,0,0,0,0,0,上市其他電子,事務機器,"電子其他,事務機器,辦公用品設備",日本理光辦公事務機器之台灣代理商,
"376	",2434.TW,統懋,39.5,-6.18,794,7.94,7,3.7,0.74,-1.34,7,0,0,0,1,0,0,0,0,-0.09,4.76,-12,-9,1,0,0,0,0.64,0,上市半導體,二極體,"分離式元件,二極體,電晶體",台灣上下游垂直整合之二極體廠,
"377	",2436.TW,偉詮電,71.5,0.99,3640,8.3,142,20.01,3.65,0.39,8,33,24,1,0,0,0,1,0.13,2.92,-0.37,2,26,30,0,-0.5,-0.5,0,0,上市半導體,類比IC,"馬達IC,類比IC,IC設計,消費性IC,PC週邊IC,MCU,LED驅動IC,IC零組件通路商,電子通路",台灣類比IC暨消費性IC設計廠商,
"378	",2438.TW,翔耀,21.25,-0.23,93,2.29,13,7.12,0.04,-0.97,6,0,0,0,0,0,0,0,0,0.01,0.12,8,13,39,0,0,0,0,0.37,上市光電,玻璃基板加工,"面板零組件,玻璃基板加工,小家電,家電,配電工程,電力設備",主要經營玻璃基板薄化加工及機電設備,
"379	",2439.TW,美律,89.6,0,1474,2.18,227,25.36,1.9,-0.17,5,34,15,1,1,0,0,0,0,0.2,0.78,16,6,14,-0.3,-0.2,-0.5,0.15,0,上市通信網路,耳機,"藍牙耳機,電聲產品,耳機,微型揚聲器",電聲元件大廠,
"380	",2440.TW,太空梭,16.75,4.36,795,5.59,22,13.91,0.1,0.17,11,26,42,0,0,0,0,0,0,0.15,-0.74,-3,45,18,0,-0.1,-0.1,0,0.4,上市電子零組件,裸銅線,"電線電纜,裸銅線",台灣絞銅線及3C連接線材公司,
"381	",2441.TW,超豐,129,-4.09,8997,8.48,765,56.88,21.1,1.23,13,27,48,0,1,0,0,1,2.09,1.44,-3.01,5,21,19,-8.3,0.8,-7.5,0.77,0,上市半導體,IC封裝,"IC封裝,IC測試,IC封裝測試",全球記憶體封測廠,
"382	",2442.TW,新美齊,19.25,1.58,956,2.33,62,32.52,0.34,-2.02,8,3,267,1,0,0,0,0,0,-0.23,0.17,-21,-21,404,0,-0.1,-0.1,0,0,上市建材營造,營建,"營建,地產",著重於高質感不動產開發,
"383	",2444.TW,兆勁,12.55,1.21,362,3.09,13,10.16,0.09,-0.74,3,0,0,0,0,0,0,0,0,-0.63,-0.09,14,-26,-27,0,-0.1,-0.1,0,0.15,上市通信網路,無線網路設備系統(WLAN),"用戶端設備,無線網路設備系統(WLAN),網通設備,物聯網裝置",台灣無線網路設備代工廠,
"384	",2449.TW,京元電子,308.5,0.16,16785,12.86,3766,122.27,171.68,1.89,8,42,19,0,0,0,0,1,2.42,5.6,-13.56,1,37,38,-31.4,43.6,12.2,0,0,上市半導體,IC測試,"IC封裝,IC測試,IC封裝測試",全球IC測試領域龍頭公司,
"385	",2450.TW,神腦,28.85,-0.35,135,0.86,75,25.83,0.05,-0.05,5,41,12,0,0,0,0,0,0,-0.15,0,-10,9,16,0,0,0,0,0.06,上市通信網路,手機零售通路商,"手機零售通路商,3C通路商,電子通路",中華電信轉投資之數位產品通路代理商,
"386	",2451.TW,創見,275,-1.26,4621,6.94,1201,43.13,15.81,25.07,8,4,200,0,0,0,0,0,0,-1.59,8.49,-15,470,430,0.4,-4,-3.6,0,0.32,上市半導體,記憶體模組,"電子零件元件,DRAM模組,Flash模組,記憶體模組",「Transcend」品牌之記憶體模組廠,
"387	",2453.TW,凌群,55,-0.54,308,1.94,55,10,0.26,-0.74,3,17,18,0,0,0,0,0,0,-0.04,-0.05,-11,7,6,0,-0.1,-0.1,0,0.17,上市資訊服務,系統整合,"系統整合,軟體業,雲端科技,Internet技術與基礎設施",以金融業為主的系統整合大廠,
"388	",2454.TW,聯發科,3910,0.77,10628,7.08,62231,160.39,984.1,12.56,4,76,5,0,1,0,0,0,0,-0.16,4.09,1,5,-2,-159.1,-252.9,-412,2.21,0,上市半導體,手機晶片相關,"DSL晶片組,無線網路IC,衛星導航晶片組,數據機晶片組,CPU,IC設計,網路通訊IC,消費性IC,光碟機驅動IC,LCD控制IC,影音IC,數位電視IC,手機晶片相關",全球智慧型手機晶片大廠,
"389	",2455.TW,全新,336,-3.45,1920,9.07,643,18.66,8.97,0.83,9,90,10,1,0,0,0,0,0,-0.28,1.04,1,47,29,-2,2.7,0.7,0,0.28,上市通信網路,光通訊元件磊晶,"砷化鎵相關,第三類半導體,光通訊元件磊晶,IC製造",全球前三大砷化鎵HBT磊晶片廠,
"390	",2457.TW,飛宏,27.6,2.22,2382,7.22,115,42.48,1.59,-0.6,5,0,0,0,0,0,0,0,0,0.89,-0.7,-7,-10,-8,0,-1.2,-1.2,0,0,上市電子零組件,電源供應器,"電源供應器,電子零件元件",電源供應器領導廠商,
"391	",2458.TW,義隆,180,4.65,13624,5,523,30.39,18.94,2.16,9,20,45,0,1,0,0,0,0,1.22,0.29,-12,4,4,-0.2,5.7,5.5,0.43,0,上市半導體,觸控IC,"IC設計,消費性IC,PC週邊IC,MCU,生物辨識IC,觸控IC",全球NB觸控板模組與觸控IC龍頭,
"392	",2459.TW,敦吉,63.5,0.32,42,1.09,67,10.56,0.06,0.4,5,12,42,0,0,0,0,0,0,-0.01,-0.21,5,28,8,0,0,0,0,0.07,上市其他電子,電子元件代理商,"檢測驗證服務,電子元件代理商,電子通路,設備儀器商",經營通路、製造、驗證三大事業群,
"393	",2460.TW,建通,35.3,-1.94,1565,6.04,61,16.92,1.11,-0.37,10,108,9,0,1,0,0,0,0,-0.17,0.86,0,72,63,0,0,0,0.51,0,上市電子零組件,其他電子零件,"其他電子零件,電子零件元件",亞洲最大電器類端子製造廠,
"394	",2461.TW,光群雷,17,0.29,795,4.26,33,19.19,0.2,-0.39,12,8,150,0,0,0,0,0,0,-0.72,-0.03,-9,10,4,0,0,0,0,0.25,上市其他電子,電子其他,"面板零組件,光學膜,電子其他",全球重要知名雷射全像材料整合供應商,
"395	",2462.TW,良得電,23.75,-0.21,502,6.69,36,15.08,0.21,-0.27,7,0,0,1,1,0,0,0,0,-0.42,-0.28,2,2,-2,0,-0.1,-0.1,0.39,0,上市電子零組件,連接線材,"電子零件元件,連接線材",台灣知名電源線製造商,
"396	",2464.TW,盟立,160,2.89,6754,7.96,321,21.04,14.44,0.02,8,211,4,1,1,0,0,0,0,-1.3,3.22,7,31,15,0,0.2,0.2,1.98,0,上市其他電子,面板設備,"半導體製程設備,軟體業,軟體通路／代理,設備儀器商,面板設備,自動化設備,機器人,產業機械",台灣工業自動化設備廠,
"397	",2465.TW,麗臺,70.4,-1.95,801,6.96,67,9.39,0.91,1.38,9,24,38,0,0,0,0,0,0,-0.76,-0.03,-18,135,119,0,-0.5,-0.5,0,0.28,上市電腦及週邊設備,繪圖卡,"繪圖卡,電腦系統業",台灣繪圖卡廠商,
"398	",2466.TW,冠西電,59,1.72,824,8.79,99,17.35,0.86,-0.77,9,0,0,0,1,0,0,0,0,-0.5,-3.26,-35,-33,-25,0,0.1,0.1,0.55,0,上市光電,LED照明產品,"LED,LED照明產品,光通訊,光纖被動元件",LED裝飾燈及光電元件製造商,
"399	",2467.TW,志聖,569,1.61,1182,6.84,878,16.24,8.26,3.92,14,51,27,1,0,0,0,0,0,-0.45,1.24,15,75,76,0,0,0,0,0.18,上市電子零組件,PCB相關設備,"PCB相關設備,半導體製程設備,設備儀器商,面板設備",印刷電路板製程用壓膜機知名大廠,
"400	",2468.TW,華經,34.35,-0.43,481,5.07,24,7,0.28,0.16,2,37,5,0,0,0,0,0,0,0.08,-1.28,7,-25,-20,0,0,0,0,0.41,上市資訊服務,系統整合,"系統整合,軟體業",以數位影像處理為主的系統整合商,
"401	",2471.TW,資通,52,0.58,116,2.26,24,4.73,0.12,-0.4,6,428,1,0,0,0,0,0,0,0.05,-0.16,8,4,10,0,0,0,0,0,上市資訊服務,系統整合,"系統整合,軟體業,企業資源規劃,客戶關係管理,應用軟體",以金融業及製造業為主的系統整合廠商,
"402	",2472.TW,立隆電,412.5,9.71,17290,6.17,619,16.47,50.08,1.94,9,36,25,0,1,0,0,1,1.8,2.79,-5.01,1,30,15,7.4,13.6,21,2.08,0,上市電子零組件,鋁質電解電容,"被動元件,鋁質電解電容,被動元件上游",台灣第一大鋁電解電容器廠,
"403	",2474.TW,可成,203,1.5,5483,3.16,1123,53.88,14.59,-1.38,1,0,0,0,0,0,0,0,0,-2.8,5.72,-4,-48,-26,-1.3,-9,-10.3,0,0.33,上市其他電子,鎂鋁合金,"電子零件元件,鎂鋁合金",台灣知名的金屬機殼製造大廠,
"404	",2476.TW,鉅祥,126.5,0.4,3104,4.98,275,21.9,5.69,1.6,10,24,42,1,1,0,0,1,3.03,1.34,-4.06,3,49,33,0,-0.6,-0.6,0.38,0,上市電子零組件,模具沖壓,"模具沖壓,電子零件元件",台灣沖壓件暨機構件大廠,
"405	",2477.TW,美隆電,20.95,-1.87,310,2.52,34,15.86,0.04,-0.43,7,0,0,0,0,0,0,0,0,0.49,-0.47,-35,-36,-5,0,0,0,0,0.13,上市其他電子,音響設備及零件,"電子零件元件,音響設備及零件",台灣最大音箱及揚聲器製造廠之一,
"406	",2478.TW,大毅,205,-5.96,1080,9.09,316,14.47,3.02,1.35,10,52,19,0,1,0,0,0,0,-1.75,4.44,0,16,11,0,4.5,4.5,3.17,0,上市電子零組件,晶片電阻,"被動元件,晶片電阻",台灣知名晶片電阻製造商,
"407	",2480.TW,敦陽科,150,-1.96,467,2.67,163,10.64,1.25,1.61,12,17,71,0,1,1,0,0,0,-0.04,-0.46,-6,16,15,0,0.8,0.8,0.2,0.08,上市資訊服務,系統整合,"資訊安全,系統整合,軟體業,雲端科技,Internet技術與基礎設施",台灣資訊系統整合服務大廠,
"408	",2481.TW,強茂,166,-5.14,9758,12.5,669,38.21,25.55,0.67,8,129,6,0,1,0,0,0,0,2.3,4.63,-2,14,11,9.8,-19,-9.2,1.12,0,上市半導體,二極體,"分離式元件,二極體,電晶體",台灣最大二極體廠,
"409	",2482.TW,連宇,16.4,-2.38,301,3.19,13,7.79,0.04,-0.58,8,0,0,0,0,0,0,0,0,0.08,-0.04,-28,-39,-10,0,0,0,0,0,上市其他電子,IC讀卡機,"週邊產品,IC讀卡機",台灣讀卡機等電子支付交易設備廠,
"410	",2483.TW,百容,55.7,0,25252,13.61,60,10.79,12.66,-0.99,10,0,0,0,1,1,0,1,2.87,2.67,-7.66,-3,15,14,0,1.4,1.4,1.66,0,上市電子零組件,其他電子零件,"連接器,其他電子零件,電子零件元件,導線架,程式開關,封測服務與材料,電機,電氣零件與設備,電力設備",台灣知名程式開關兼繼電器供應商,
"411	",2484.TW,希華,69.2,-9.9,63269,11.02,122,15.94,45.4,0.24,8,121,7,0,1,1,0,0,0,-1.38,0.74,-8,5,-3,0,1.7,1.7,1.59,0,上市電子零組件,石英元件,"被動元件,石英元件,濾波器,振盪器",台灣石英元件大廠,
"412	",2485.TW,兆赫,53.3,2.11,7368,10.35,166,31.77,5.99,0.11,6,58,10,0,0,0,1,0,0,-0.68,-1.36,-34,11,82,0,0.6,0.6,0,0.49,上市通信網路,視訊轉換相關,"網通設備,低雜訊降頻器,視訊轉換相關,消費性電子產品",機上盒、LNB、有線電視傳輸設備製造商,
"413	",2486.TW,一詮,224.5,-0.22,5356,10.26,526,23.6,23.06,0.42,8,145,6,1,0,0,0,0,0,-0.17,0.16,4,31,23,-2.3,-8.6,-10.9,0,0.31,上市光電,導線架,"面板零組件,背光模組,LED,LED散熱基板,導線架,封測服務與材料",台灣LED導線架大廠,
"414	",2488.TW,漢平,54.1,0,159,1.46,43,8,0.09,0.66,3,22,14,0,1,0,0,0,0,0.43,-0.13,-7,26,15,0,0,0,0.13,0,上市其他電子,音響設備及零件,"電子零件元件,音響設備及零件",台灣娛樂音訊產品ODM製造商,
